Species,Family,Authority,Growth Form,Exotic,
Brachistus stramoniifolius,Solanaceae,(Kunth) Miers,"S,T",,
Brachycereus nesioticus,Cactaceae,(Schumann) SchumannBackeb. in Backeb. & F. Knuth,S,,
Brachychiton acerifolius,Malvaceae,Macarthur,T,,
Brachychiton populneus,Malvaceae,(Schoot & Endl.) R. Br.,T,,
Brachynema ramiflorum,Olacaceae,Benth.,T,,
Brachyotum alpinum,Melastomataceae,Cogn. in A. DC. & C. DC.,S,,
Brachyotum andreanum,Melastomataceae,Cogn.,S,,
Brachyotum angustifolium,Melastomataceae,Wurdack,S,,
Brachyotum azuayense,Melastomataceae,Wurd.,S,,
Brachyotum barbeyanum,Melastomataceae,Cogn. in A. DC. & C. DC.,S,,
Brachyotum benthamianum,Melastomataceae,Triana,S,,
Brachyotum campanulare,Melastomataceae,Triana,S,,
Brachyotum campii,Melastomataceae,Wurd.,S,,
Brachyotum cogniauxii,Melastomataceae,Wurdack,S,,
Brachyotum confertum,Melastomataceae,(Bonpl.) Triana,S,,
Brachyotum coronatum,Melastomataceae,(Triana) Wurdack,S,,
Brachyotum cutervoanum,Melastomataceae,Wurdack,S,,
Brachyotum ecuadorense,Melastomataceae,Wurd.,S,,
Brachyotum fictum,Melastomataceae,Wurd.,S,,
Brachyotum figueroae,Melastomataceae,J.F. Macbr.,S,,
Brachyotum fraternum,Melastomataceae,Wurd.,S,,
Brachyotum gleasonii,Melastomataceae,Wurd.,"T,S",,
Brachyotum gracilescens,Melastomataceae,Triana,S,,
Brachyotum grisebachii,Melastomataceae,Cogn.,S,,
Brachyotum harlingii,Melastomataceae,Wurd.,S,,
Brachyotum huancavelicae,Melastomataceae,Wurdack,S,,
Brachyotum intermedium,Melastomataceae,Wurdack,S,,
Brachyotum jamesonii,Melastomataceae,Triana,S,,
Brachyotum ledifolium,Melastomataceae,(Desr.) Triana,S,,
Brachyotum lindenii,Melastomataceae,Cogn. in A. DC. & C. DC.,S,,
Brachyotum longisepalum,Melastomataceae,Wurdack,S,,
Brachyotum lutescens,Melastomataceae,(R. & P.) Triana,S,,
Brachyotum lycopodioides,Melastomataceae,Triana,S,,
Brachyotum markgrafii,Melastomataceae,Wurdack,S,,
Brachyotum maximowiczii,Melastomataceae,Cogn. in A. DC. & C. DC.,S,,
Brachyotum multinervium,Melastomataceae,Wurdack,S,,
Brachyotum multituberculum,Melastomataceae,Wurdack,S,,
Brachyotum naudinii,Melastomataceae,Triana,S,,
Brachyotum nutans,Melastomataceae,Gleason,S,,
Brachyotum parvifolium,Melastomataceae,Cogn.,S,,
Brachyotum quinquenerve,Melastomataceae,,S,,
Brachyotum radula,Melastomataceae,Triana,S,,
Brachyotum rosmarinifolium,Melastomataceae,(Ruiz & Pav.) Triana,S,,
Brachyotum rostratum,Melastomataceae,(Naudin) Triana,S,,
Brachyotum rotundifolium,Melastomataceae,Cogn.,S,,
Brachyotum rugosum,Melastomataceae,Wurd.,S,,
Brachyotum sanguinolentum,Melastomataceae,(Naudin) Triana,S,,
Brachyotum trichocalyx,Melastomataceae,Triana,S,,
Brachyotum tyrianthinum,Melastomataceae,J.F. Macbr.,S,,
Brachyotum virescens,Melastomataceae,(Cogn.) Wurdack,S,,
Brachyotum weberbaueri,Melastomataceae,Cogn.,S,,
Brassaia actinophylla,Araliaceae,Endl.,,,
Brassia longissima,Orchidaceae,(Rchb. f.) Nash,"T,E",,
Bravaisia integerrima,Acanthaceae,(Spreng.) Standl.,T,,
Bredemeyera altissima,Polygalaceae,,S,,
Bredemeyera densiflora,Polygalaceae,,"S,V",,
Bredemeyera floribunda,Polygalaceae,Willd.,"S,V",,
Bredemeyera lucida,Polygalaceae,(Benth.) A.W. Benn.,S,,
Bredemeyera myrtifolia,Polygalaceae,,"S,V",,
Briquetia spicata,Malvaceae,(Kunth) Fryxell,S,,
Brosimum acutifolium,Moraceae,Huber,T,,
Brosimum alicastrum,Moraceae,Sw.,T,,
Brosimum costaricanum,Moraceae,Liebm.,T,,
Brosimum gaudichaudii,Moraceae,Tr?cul,,,
Brosimum guianense,Moraceae,(Aubl.) Huber,T,,
Brosimum lactescens,Moraceae,(S. Moore) C.C. Berg,T,,
Brosimum longifolium,Moraceae,Ducke,,,
Brosimum melanopotamicum,Moraceae,C.C. Berg,>10 cm dbh,,
Brosimum multinervium,Moraceae,C.C. Berg,T,,
Brosimum parinarioides,Moraceae,Ducke,T,,
Brosimum potabile,Moraceae,Ducke,T,,
Brosimum rubescens,Moraceae,Taub.,T,,
Brosimum utile,Moraceae,(Kunth) Pittier,T,,
Brownea ariza,Fabaceae-caesalpinioideae,Benth.,T,,
Brownea cauliflora,Fabaceae-caesalpinioideae,Poepp.,,,
Brownea coccinea,Fabaceae-caesalpinioideae,Loefl. ex Griseb.,T,,
Brownea grandiceps,Fabaceae-caesalpinioideae,Jacq.,T,,
Brownea leucantha,Fabaceae-caesalpinioideae,Jacq.,T,,
Brownea longipedicellata,Fabaceae-caesalpinioideae,Huber,T,,
Brownea loretensis,Fabaceae-caesalpinioideae,Standl.,T,,
Brownea macrophylla,Fabaceae-caesalpinioideae,Linden,T,,
Brownea multijuga,Fabaceae-caesalpinioideae,Britton & Killip,T,,
Brownea negrensis,Fabaceae-caesalpinioideae,Benth. in Mart.,>10 cm dbh,,
Brownea peruviana,Fabaceae-caesalpinioideae,Macbr.,T,,
Brownea rosa-de-monte,Fabaceae-caesalpinioideae,P.J. Bergius,T,,
Brownea ucayalina,Fabaceae-caesalpinioideae,(Huber) Ducke,U,,
Browneopsis cauliflora,Fabaceae,(Poepp.) Huber,T,,
Browneopsis disepala,Fabaceae,(Little) Klitgaard,T,,
Browneopsis excelsa,Fabaceae,Pittier,T,,
Browneopsis macrofoliolata,Fabaceae,Klitgaard,T,,
Browneopsis peruviana,Fabaceae,(J.F. Macbr.) Klitgaard,T,,
Browneopsis ucayalina,Fabaceae,Huber,T,,
Brugmansia X candida,Solanaceae,Pers.,"U,S",,
Brugmansia X insignis,Solanaceae,(Barb. Rodr.) Barb. Rodr.Lockwood ex E.W. Davis,S,,
Brugmansia arborea,Solanaceae,(L.) Lagerheim,U,,
Brugmansia aurea,Solanaceae,Lagerh.,"T,U,S",,
Brugmansia candida,Solanaceae,Pers.,"S,T",,
Brugmansia cornigera,Solanaceae,(Hook.) Lagerh.,S,,
Brugmansia insignis,Solanaceae,(Barb. Rodr.) Lockwood ex E.W. Davis,U,,
Brugmansia longifolia,Solanaceae,Lagerh.,S,,
Brugmansia sanguinea,Solanaceae,(Ruiz & Pav.) D. Don,"U,T",,
Brugmansia suaveolens,Solanaceae,(Humb. & Bonpl. ex Willd.) Bercht. & J. Presl,"S,T",,
Brugmansia versicolor,Solanaceae,Lagerh.,"U,S",,
Brunellia acostae,Brunelliaceae,Cuatrec.,T,,
Brunellia briquetii,Brunelliaceae,Baehni,T,,
Brunellia brunnea,Brunelliaceae,J.F. Macbr.,T,,
Brunellia carpishensis,Brunelliaceae,Cuatrec.,T,,
Brunellia cayambensis,Brunelliaceae,Cuatrec.,T,,
Brunellia comocladifolia,Brunelliaceae,Bonpl. in Humb. & Bonpl.,,,
Brunellia costaricensis,Brunelliaceae,Standl.,T,,
Brunellia cutervensis,Brunelliaceae,Cuatrec.,T,,
Brunellia cuzcoensis,Brunelliaceae,Cuatrec.,T,,
Brunellia dichapetaloides,Brunelliaceae,J.F. Macbr.,T,,
Brunellia dulcis,Brunelliaceae,J.F. Macbr.,T,,
Brunellia ecuadoriensis,Brunelliaceae,Cuatrec.,T,,
Brunellia hexasepala,Brunelliaceae,Loes.,T,,
Brunellia hygrothermica,Brunelliaceae,Cuatrec.,T,,
Brunellia inermis,Brunelliaceae,Ruiz Lopez & Pavon,T,,
Brunellia littlei,Brunelliaceae,Cuatrec.,"T,S",,
Brunellia morii,Brunelliaceae,Cuatrec.,T,,
Brunellia ovalifolia,Brunelliaceae,Bonpl. in Humb. & Bonpl.,T,,
Brunellia pauciflora,Brunelliaceae,Cuatrec. & C.I. Orozco,T,,
Brunellia sibundoya,Brunelliaceae,Cuatrec.,T,,
Brunellia stenoptera,Brunelliaceae,Diels,T,,
Brunellia tomentosa,Brunelliaceae,Bonpl. in Humb. & Bonpl.,T,,
Brunellia weberbaueri,Brunelliaceae,Loes.,T,,
Brunellia zamorensis,Brunelliaceae,Steyerm.,T,,
Brunfelsia americana,Solanaceae,L.,,,
Brunfelsia chiricaspi,Solanaceae,Plowman,U,,
Brunfelsia densifolia,Solanaceae,Krug & Urban,,,
Brunfelsia dwyeri,Solanaceae,D'Arcy,T,,
Brunfelsia grandiflora,Solanaceae,D. Don,"S,T",,
Brunfelsia guianensis,Solanaceae,Benth. in A. DC.,,,
Brunfelsia lactea,Solanaceae,Krug & Urban,,,
Brunfelsia macrocarpa,Solanaceae,Plowman,"U,S",,
Brunfelsia martiana,Solanaceae,Plowman,,,
Brunfelsia mire,Solanaceae,Monach.,S,,
Brunfelsia portoricensis,Solanaceae,Krug & Urban,,,
Brunfelsia undulata,Solanaceae,Sw.,"S,T",,
Brunfelsia uniflora,Solanaceae,D. Don,S?,,
Bryophyllum pinnatum,Crassulaceae,(Lam.) Oken,U,,
Buchenavia amazonia,Combretaceae,Alwan & Stace,>10 cm dbh,,
Buchenavia congesta,Combretaceae,Ducke,M,,
Buchenavia fanshawei,Combretaceae,Exell & Maguire,T,,
Buchenavia grandis,Combretaceae,Ducke,T,,
Buchenavia guianensis,Combretaceae,(Aubl.) Alwan & Stace,>10 cm dbh,,
Buchenavia macrophylla,Combretaceae,Eichler,U,,
Buchenavia megalophylla,Combretaceae,Van Heurck & M?ll. Arg.,T,,
Buchenavia nitidissima,Combretaceae,(Rich.) Alwan & Stace,,,
Buchenavia ochroprumna,Combretaceae,Eichler,,,
Buchenavia oxycarpa,Combretaceae,Mart. & Eichler,,,
Buchenavia pallidovirens,Combretaceae,Cuatrec.,,,
Buchenavia parvifolia,Combretaceae,Ducke,T,,
Buchenavia pulcherrima,Combretaceae,Exell & Stace,T,,
Buchenavia punctata,Combretaceae,Eichler,T,,
Buchenavia reticulata,Combretaceae,Eichler,T,,
Buchenavia sericocarpa,Combretaceae,Ducke,>10 cm dbh,,
Buchenavia tetraphylla,Combretaceae,(Aubl.) R.A. Howard,T,,
Buchenavia tomentosa,Combretaceae,Eichler,>10 cm dbh,,
Buchenavia viridiflora,Combretaceae,Ducke,>10 cm dbh,,
Buchnera weberbaueri,Orobanchaceae,Diels,S,,
Bucida buceras,Combretaceae,L.,T,,
Bucquetia nigritella,Melastomataceae,(Naudin) Triana,S,,
Buddleja americana,Scrophulariaceae,L.,"S,T",,
Buddleja blattaria,Scrophulariaceae,J.F. Macbr.,S,,
Buddleja bullata,Scrophulariaceae,Kunth,"T,U,S",,
Buddleja chenopodiifolia,Scrophulariaceae,Kraenzl.,"T,S",,
Buddleja coriacea,Scrophulariaceae,Remy,S,,
Buddleja davidii,Scrophulariaceae,Franchet,T,,
Buddleja diffusa,Scrophulariaceae,Ruiz & Pav.,S,,
Buddleja ibarrensis,Scrophulariaceae,E.M. Norman,S,,
Buddleja incana,Scrophulariaceae,Ruiz Lopez & Pavon,T,,
Buddleja interrupta,Scrophulariaceae,Kunth,S,,
Buddleja jamesonii,Scrophulariaceae,Benth. in A. DC.,S,,
Buddleja lanata,Scrophulariaceae,Benth.,S,,
Buddleja lojensis,Scrophulariaceae,E.M. Norman,S,,
Buddleja longifolia,Scrophulariaceae,Kunth,S,,
Buddleja montana,Scrophulariaceae,Britton,"T,S",,
Buddleja multiceps,Scrophulariaceae,Kraenzl.,S,,
Buddleja nitida,Scrophulariaceae,Benth. in A. DC.,"S,T",,
Buddleja pichinchensis,Scrophulariaceae,Kunth,"T,S",,
Buddleja pichinchensis X bullata,Scrophulariaceae,Empty record used for hybrids - CEC,S,,
Buddleja polycephala,Scrophulariaceae,Kunth,S,,
Buddleja rufescens,Scrophulariaceae,Willd. ex Roem. & Schult.,"T,S",,
Buddleja skutchii,Scrophulariaceae,C.V. Morton,"T,S",,
Buddleja soratae,Scrophulariaceae,Kraenzl.,"T,S",,
Bulnesia retama,Zygophyllaceae,(Gillies ex Hook. & Arn.) Griseb.,S,,
Bumelia horrida,Sapotaceae,Griseb.,,,
Bumelia krugii,Sapotaceae,Pierre,,,
Bunchosia apiculata,Malpighiaceae,Huber,S?,,
Bunchosia argentea,Malpighiaceae,(Jacq.) DC.,T,,
Bunchosia armeniaca,Malpighiaceae,(Cav.) DC.,"S,T",,
Bunchosia berlinii,Malpighiaceae,W.R. Anderson,T,,
Bunchosia bonplandiana,Malpighiaceae,A. Juss.,S,,
Bunchosia cauliflora,Malpighiaceae,W.R. Anderson,U,,
Bunchosia decussiflora,Malpighiaceae,W.R. Anderson,,,
Bunchosia deflexa,Malpighiaceae,Triana & Planchon,T,,
Bunchosia diphylla,Malpighiaceae,(Jacq.) Cuatrec. & Croat,"S,T",,
Bunchosia dwyeri,Malpighiaceae,Cuatrec. & Croat,S,,
Bunchosia elliptica,Malpighiaceae,Tod.,T,,
Bunchosia glandulifera,Malpighiaceae,(Jacq.) Kunth,,,
Bunchosia glandulosa,Malpighiaceae,(Cav.) DC.,,,
Bunchosia grayumii,Malpighiaceae,W.R. Anderson,"S,T",,
Bunchosia hookeriana,Malpighiaceae,A. Juss.,,,
Bunchosia lanceolata,Malpighiaceae,Turcz.,T,,
Bunchosia linearifolia,Malpighiaceae,P.Wilson,,,
Bunchosia macrophylla,Malpighiaceae,Rose ex Donn. Sm. in Pittier,,,
Bunchosia mollis,Malpighiaceae,Benth.,T,,
Bunchosia nitida,Malpighiaceae,(Jacq.) DC.,"U,S",,
Bunchosia odorata,Malpighiaceae,(Jacq.) Kunth,U,,
Bunchosia plowmanii,Malpighiaceae,W. R. Anderson,"U,S",,
Bunchosia polystachia,Malpighiaceae,(Andrews) DC.,S?,,
Bunchosia pseudonitida,Malpighiaceae,Cuatrec.,"U,S",,
Bunchosia ternata,Malpighiaceae,Dobson,"S,T",,
Bunchosia tutensis,Malpighiaceae,Dobson,"S,T",,
Burdachia prismatocarpa,Malpighiaceae,W.R. Anderson,T,,
Burdachia sphaerocarpa,Malpighiaceae,A. Juss.,T,,
Burmeistera anderssonii,Campanulaceae,Jeppesen,S,,
Burmeistera aspera,Campanulaceae,F. Wimmer,"S,V",,
Burmeistera aurobarbata,Campanulaceae,(F. Wimmer) F. Wimmer,S,,
Burmeistera brachyandra,Campanulaceae,F. Wimmer,S,,
Burmeistera ceratocarpa,Campanulaceae,Zahlbr.,S,,
Burmeistera crassifolia,Campanulaceae,(F. Wimmer) F. Wimmer,S,,
Burmeistera cyclostigmata,Campanulaceae,Donn. Sm.,U,,
Burmeistera cylindrocarpa,Campanulaceae,Zahlbr.,S,,
Burmeistera formosa,Campanulaceae,(F. Wimmer) Jeppesen,S,,
Burmeistera glabrata,Campanulaceae,(Kunth) Benth. & Hook. f. ex B.D. Jacks.,U,,
Burmeistera holm-nielsenii,Campanulaceae,Jeppesen,"S,V",,
Burmeistera huacamayensis,Campanulaceae,Jeppesen,S,,
Burmeistera ignimontis,Campanulaceae,F. Wimmer,S,,
Burmeistera loejtnantii,Campanulaceae,Jeppesen,S,,
Burmeistera oblongifolia,Campanulaceae,F. Wimmer,S,,
Burmeistera oyacachensis,Campanulaceae,Jeppesen,S,,
Burmeistera pallida,Campanulaceae,(Drake) E. Wimm.,U,,
Burmeistera racemiflora,Campanulaceae,Lammers,S,,
Burmeistera refracta,Campanulaceae,E. Wimm.,U,,
Burmeistera rubrosepala,Campanulaceae,(F. Wimmer) F. Wimmer,S,,
Burmeistera truncata,Campanulaceae,Zahlbr.,S,,
Bursera angustata,Burseraceae,Griseb.,,,
Bursera graveolens,Burseraceae,(Kunth) KunthTriana & Planchon,"T,S",,
Bursera inversa,Burseraceae,Daly,T,,
Bursera malacophylla,Burseraceae,B. Robinson,"T,U,S",,
Bursera simaruba,Burseraceae,(L.) Sarg.,T,,
Bursera tomentosa,Burseraceae,(Jacq.) Triana & Planch.,T,,
Buxus citrifolia,Buxaceae,(Willd.) Spreng.,"S,T",,
Buxus glomerata,Buxaceae,M?ll.Arg.,,,
Buxus laevigata,Buxaceae,(Sw.) Spreng.,,,
Buxus vahlii,Buxaceae,Baillon,,,
Byrsonima aerugo,Malpighiaceae,Sagot,,,
Byrsonima altissima,Malpighiaceae,DC.,T,,
Byrsonima amazonica,Malpighiaceae,Griseb.,>10 cm dbh,,
Byrsonima amoena,Malpighiaceae,Cuatrec.,U,,
Byrsonima arthropoda,Malpighiaceae,A. Juss.,T,,
Byrsonima carraoana,Malpighiaceae,Steyerm.,T,,
Byrsonima chalcophylla,Malpighiaceae,Nied.,T,,
Byrsonima christianeae,Malpighiaceae,W.R. Anderson,T,,
Byrsonima chrysophylla,Malpighiaceae,Kunth,,,
Byrsonima coccolobaefolia,Malpighiaceae,Kunth,T,,
Byrsonima concinna,Malpighiaceae,Benth.,T,,
Byrsonima coniophylla,Malpighiaceae,A. Juss.,>10 cm dbh,,
Byrsonima coriacea,Malpighiaceae,(Sw) A. DC.,,,
Byrsonima cowanii,Malpighiaceae,W.R. Anderson,,,
Byrsonima crassifolia,Malpighiaceae,(L.) Kunth,T,,
Byrsonima crispa,Malpighiaceae,A. Juss.,T,,
Byrsonima densa,Malpighiaceae,(Poir.) DC.,,,
Byrsonima dressleri,Malpighiaceae,W.H. Lewis,T,,
Byrsonima dubia,Malpighiaceae,W.R. Anderson,T,,
Byrsonima duckeana,Malpighiaceae,W.R. Anderson,,,
Byrsonima eugeniifolia,Malpighiaceae,Sandwith,T,,
Byrsonima euryphylla,Malpighiaceae,Pilg.,T,,
Byrsonima fagifolia,Malpighiaceae,Niedenzu,,,
Byrsonima fanshawei,Malpighiaceae,W.R. Anderson,T,,
Byrsonima formosa,Malpighiaceae,W.R. Anderson,T,,
Byrsonima garcibarrigae,Malpighiaceae,Cuatrec.,>10 cm dbh,,
Byrsonima gymnocalycina,Malpighiaceae,A. Juss.,T,,
Byrsonima herrerae,Malpighiaceae,W.R. Anderson,T,,
Byrsonima incarnata,Malpighiaceae,Sandwith,,,
Byrsonima japurensis,Malpighiaceae,A. Juss.,T,,
Byrsonima krukoffii,Malpighiaceae,W.R. Anderson,U,,
Byrsonima laevigata,Malpighiaceae,(Poir.) DC.,,,
Byrsonima lucida,Malpighiaceae,(Miller) DC.,,,
Byrsonima orbignyana,Malpighiaceae,A. Juss.,,,
Byrsonima pachypoda,Malpighiaceae,W.R. Anderson,T,,
Byrsonima poeppigiana,Malpighiaceae,A. Juss.,>10 cm dbh,,
Byrsonima putumayensis,Malpighiaceae,Cuatrec.,T,,
Byrsonima rodriguesii,Malpighiaceae,W.R. Anderson,>10 cm dbh,,
Byrsonima rubrobracteata,Malpighiaceae,W.R. Anderson,T,,
Byrsonima schomburgkiana,Malpighiaceae,Benth.,T,,
Byrsonima schunkei,Malpighiaceae,W.R. Anderson,"S,T",,
Byrsonima sericea,Malpighiaceae,DC.,T,,
Byrsonima spicata,Malpighiaceae,(Cav.) DC.,T,,
Byrsonima stipulacea,Malpighiaceae,A. Juss.,>10 cm dbh,,
Byrsonima stipulina,Malpighiaceae,Macbr.,>10 cm dbh,,
Byrsonima surinamensis,Malpighiaceae,W.R. Anderson,T,,
Byrsonima tillettii,Malpighiaceae,W.R. Anderson,T,,
Byrsonima verbascifolia,Malpighiaceae,(L.) DC.,S,,
Byrsonima wadsworthii,Malpighiaceae,,,,
Byttneria aculeata,Malvaceae,(Jacq.) Jacq.,U,,
Byttneria ancistrodonta,Malvaceae,Mildbr.,"S,V",,
Byttneria asplundii,Malvaceae,Cristobal,S,,
Byttneria asterotricha,Malvaceae,Mildbr.,U,,
Byttneria attenuatifolia,Malvaceae,Cristo|4bal,V,,
Byttneria aurantiaca,Malvaceae,Mildbr.,"V,U",,
Byttneria catalpifolia,Malvaceae,Jacq.,T,,
Byttneria cordata,Malvaceae,Lam.,S,,
Byttneria coriacea,Malvaceae,Britton,"V,U",,
Byttneria corylifolia,Malvaceae,Kunth ex Schult.,S,,
Byttneria flexuosa,Malvaceae,Killip,S,,
Byttneria fulva,Malvaceae,Poepp. in Poepp. & Endl.,"S,V",,
Byttneria glabrescens,Malvaceae,Benth.,"S,V",,
Byttneria hirsuta,Malvaceae,Ruiz & Pav.,"T,S,V",,
Byttneria jaramilloana,Malvaceae,Dorr,S,,
Byttneria lopez-mirandae,Malvaceae,Cristo|4bal,S,,
Byttneria melantha,Malvaceae,Mart. ex K. Schum. in Mart.,S,,
Byttneria minytricha,Malvaceae,Cristobal,S,,
Byttneria morii,Malvaceae,L.C. Barnett & Dorr,,,
Byttneria obtusata,Malvaceae,Benth. ex Hochr.,S,,
Byttneria ovata,Malvaceae,Lam.,S,,
Byttneria parviflora,Malvaceae,Benth.,S,,
Byttneria pescapraeifolia,Malvaceae,Britton,"S,V",,
Byttneria scabra,Malvaceae,L.,S,,
Byttneria schunkei,Malvaceae,Cristo|4bal,S,,
Byttneria sparrei,Malvaceae,Cristobal,S,,
Byttneria uaupensis,Malvaceae,Spruce ex K. Schum.,S?,,
Byttneria urosepala,Malvaceae,Mildbr.,"S,V",,
Byttneria vargasii,Malvaceae,Cristo|4bal,S,,
Byttneria weberbaueri,Malvaceae,Mildbr.,V,,
Cabralea canjerana,Meliaceae,(Vell.) Mart.,T,,
Cacosmia harlingii,Asteraceae,B. Nord.,S,,
Cacosmia hieronymi,Asteraceae,H. Robinson,S,,
Cacosmia rugosa,Asteraceae,Kunth,S,,
Caesalpinia bonduc,Fabaceae-mimosoideae,(L.) Roxb.,S,,
Caesalpinia cassioides,Fabaceae-mimosoideae,Willd.,"T,S",,
Caesalpinia chicamana,Fabaceae-mimosoideae,Killip & J.F. Macbr.,S,,
Caesalpinia coriaria,Fabaceae-mimosoideae,(Jacq.) Willd.,T,,
Caesalpinia decapetala,Fabaceae-mimosoideae,(Roth) Alston,S,,
Caesalpinia eriostachys,Fabaceae-mimosoideae,Benth.,T,,
Caesalpinia floribunda,Fabaceae-mimosoideae,Tul.,,,
Caesalpinia gilliesii,Fabaceae-mimosoideae,(Wall. ex Hook.) D. Dietr.,S,,
Caesalpinia glabrata,Fabaceae-mimosoideae,Kunth,T,,
Caesalpinia paipai,Fabaceae-mimosoideae,Ruiz & Pav.,"S,T,U",,
Caesalpinia pulcherrima,Fabaceae-mimosoideae,(L.) Sw.,"S,T",,
Caesalpinia spinosa,Fabaceae-mimosoideae,(Molina) Kuntze,T,,
Caesalpinia trichocarpa,Fabaceae-mimosoideae,Griseb.,S,,
Caesalpinia vesicaria,Fabaceae-mimosoideae,L.,,,
Cajanus cajan,Fabaceae,(L.) Millsp.,S,,
Calathea cyclophora,Marantaceae,Baker,S,,
Calathea elliptica,Marantaceae,(Roscoe) K. Schum.,S,,
Calatola columbiana,Icacinaceae,Sleumer,T,,
Calatola costaricensis,Icacinaceae,Standl.,T,,
Calatola venezuelana,Icacinaceae,Pittier,,,
Calceolaria angustiflora,Calceolariaceae,Ruiz & Pav.,S,,
Calceolaria aperta,Calceolariaceae,,S,,
Calceolaria arbuscula,Calceolariaceae,Molau,S,,
Calceolaria argentea,Calceolariaceae,Kunth,S,,
Calceolaria aurea,Calceolariaceae,Pennell,S,,
Calceolaria barbata,Calceolariaceae,Molau,S,,
Calceolaria bentae,Calceolariaceae,Molau,S,,
Calceolaria boliviana,Calceolariaceae,(Britton ex Rusby) Pennell,S,,
Calceolaria brachiata,Calceolariaceae,Kraenzl.,S,,
Calceolaria buchtieniana,Calceolariaceae,Kraenzl.,S,,
Calceolaria bullata,Calceolariaceae,Molau,S,,
Calceolaria cajabambae,Calceolariaceae,Kraenzl.,S,,
Calceolaria concava,Calceolariaceae,Molau,S,,
Calceolaria connatifolia,Calceolariaceae,Pennell,S,,
Calceolaria cuneiformis,Calceolariaceae,Ruiz & Pav.,S,,
Calceolaria deflexa,Calceolariaceae,Ruiz & Pav.,S,,
Calceolaria dentifolia,Calceolariaceae,Edwin,S,,
Calceolaria engleriana,Calceolariaceae,Kraenzl.,S,,
Calceolaria ericoides,Calceolariaceae,M. Vahl,S,,
Calceolaria fusca,Calceolariaceae,Pennell,S,,
Calceolaria gaultherioides,Calceolariaceae,Molau,S,,
Calceolaria glauca,Calceolariaceae,Ruiz & Pav.,S,,
Calceolaria gossypina,Calceolariaceae,Benth. in A. DC.,S,,
Calceolaria harlingii,Calceolariaceae,Molau,S,,
Calceolaria inamoena,Calceolariaceae,Kraenzl. in Engl.,S,,
Calceolaria inaudita,Calceolariaceae,Kraenzl.,S,,
Calceolaria incarum,Calceolariaceae,,S,,
Calceolaria linearis,Calceolariaceae,Ruiz & Pav.,S,,
Calceolaria ludens,Calceolariaceae,Kraenzl.,S,,
Calceolaria melissifolia,Calceolariaceae,Benth. in A. DC.,S,,
Calceolaria microbefaria,Calceolariaceae,Kraenzl.,S,,
Calceolaria moyobambae,Calceolariaceae,Kraenzl.,S,,
Calceolaria myriophylla,Calceolariaceae,Kraenzl. in Engl.,S,,
Calceolaria neglecta,Calceolariaceae,Molau,S,,
Calceolaria nivalis,Calceolariaceae,Kunth,S,,
Calceolaria olivacea,Calceolariaceae,Molau,S,,
Calceolaria oreophila,Calceolariaceae,Molau,S,,
Calceolaria oxyphylla,Calceolariaceae,Molau,S,,
Calceolaria parvifolia,Calceolariaceae,Wedd.,S,,
Calceolaria pedunculata,Calceolariaceae,Molau,S,,
Calceolaria phaeotricha,Calceolariaceae,Molau,S,,
Calceolaria pisacomensis,Calceolariaceae,Meyen ex Walp.,S,,
Calceolaria procera,Calceolariaceae,Pennell,S,,
Calceolaria pulverulenta,Calceolariaceae,Ruiz & Pav.,S,,
Calceolaria ramosa,Calceolariaceae,Molau,S,,
Calceolaria rariflora,Calceolariaceae,Molau,S,,
Calceolaria reichlinii,Calceolariaceae,Edwin,S,,
Calceolaria revoluta,Calceolariaceae,Pennell,S,,
Calceolaria rhododendroides,Calceolariaceae,Kraenzl. in Engl.,S,,
Calceolaria rufescens,Calceolariaceae,Molau,S,,
Calceolaria rupestris,Calceolariaceae,Molau,S,,
Calceolaria salicifolia,Calceolariaceae,,S,,
Calceolaria scabra,Calceolariaceae,Ruiz & Pav.,S,,
Calceolaria sclerophylla,Calceolariaceae,Molau,S,,
Calceolaria semiconnata,Calceolariaceae,Pennell,"S,V",,
Calceolaria sparsiflora,Calceolariaceae,Kuntze,S,,
Calceolaria stricta,Calceolariaceae,Kunth,S,,
Calceolaria tetragona,Calceolariaceae,,S,,
Calceolaria variifolia,Calceolariaceae,Edwin,S,,
Calceolaria viscosa,Calceolariaceae,Ruiz & Pav.,S,,
Calceolaria weberbaueriana,Calceolariaceae,Kraenzl.,S,,
Calea berteriana,Asteraceae,DC.,S,,
Calea caleoides,Asteraceae,(DC.) H. Rob.,S,,
Calea coriacea,Asteraceae,DC.,S,,
Calea divaricata,Asteraceae,Benth.,S,,
Calea harlingii,Asteraceae,H. Robinson,S,,
Calea huigrensis,Asteraceae,S. F. Blake,S,,
Calea jelskii,Asteraceae,Hieron.,S,,
Calea kingii,Asteraceae,H. Robinson,S,,
Calea lucidivenia,Asteraceae,Gleason & S. F. Blake,S,,
Calea montana,Asteraceae,Klatt,S,,
Calea oliveri,Asteraceae,B.L. Rob. & Greenm.,S,,
Calea prunifolia,Asteraceae,Kunth,S,,
Calea szyszylowiczii,Asteraceae,Hieron.,S,,
Calea ulei,Asteraceae,Hieron.,S,,
Calea umbellulata,Asteraceae,Hochr.,S,,
Calea yuruparina,Asteraceae,Cuatrec.,U,,
Callaeum antifebrile,Malpighiaceae,(Griseb.) D.M. Johnson,"S,V",,
Callaeum reticulatum,Malpighiaceae,D.M. Johnson,V,,
